feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,label
0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,6,1,4,2,7,7,0,7,7,6,8,0,8,3,8,0
3,10,4,7,2,7,8,0,8,13,6,7,0,8,1,7,4,7,6,8,5,8,8,5,6,7,7,7,4,8,9,9,0
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,2,5,4,4,2,7,7,0,8,13,6,8,0,8,1,8,0
5,13,4,8,2,9,6,5,4,12,4,7,3,8,5,10,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
7,13,6,8,3,10,7,2,5,11,5,6,2,10,5,11,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8,0
1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,3,1,1,0,7,7,1,6,13,6,8,0,8,0,7,0
2,9,5,7,5,10,6,2,4,9,5,5,3,8,5,7,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,0
5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8,0
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,6,15,4,8,3,12,4,3,6,11,2,7,3,8,3,12,0
1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,5,6,6,4,3,7,6,2,7,7,6,9,0,9,4,8,0
0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,0
1,3,2,2,0,7,8,1,6,13,6,8,0,8,0,8,5,12,4,6,2,11,5,3,6,12,3,7,2,9,4,11,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
7,12,5,6,2,9,6,5,5,13,3,8,3,7,5,10,7,13,6,7,3,12,5,2,6,12,3,6,2,10,4,12,0
1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,0
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7,0
1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
7,12,5,6,2,9,6,5,5,13,3,8,3,7,5,10,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11,0
1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,4,10,7,8,8,10,8,1,6,9,5,5,3,8,7,6,0
3,11,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0
7,14,5,8,2,9,7,6,4,13,3,7,3,7,6,11,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,4,7,6,8,5,8,8,5,6,7,7,7,4,8,9,9,0
2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,2,8,5,6,5,9,6,3,5,8,5,5,5,8,5,5,0
3,9,4,7,2,7,7,0,8,14,6,8,0,8,1,8,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,0
1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,0
1,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,2,9,5,0,8,14,5,10,0,8,1,9,0
6,10,8,7,5,7,6,2,8,7,6,8,0,9,4,8,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,0
3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8,2,5,4,4,1,7,7,0,7,13,6,8,0,8,1,8,0
2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,0
1,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,2,11,2,8,4,7,7,0,7,7,6,8,0,8,2,8,0
4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
7,13,5,8,3,10,4,5,4,13,3,9,3,8,4,9,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8,0
1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8,3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,0
4,10,5,8,3,8,6,0,8,13,6,9,1,6,3,8,4,11,7,8,8,10,7,2,5,9,4,4,4,9,7,5,0
6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
7,14,6,8,4,10,7,2,5,11,5,6,2,9,5,12,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,0
1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,6,10,7,8,4,8,4,1,6,7,7,8,1,10,4,8,0
0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,0
5,12,5,6,3,6,11,3,5,13,6,4,1,8,5,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
4,9,4,4,2,8,8,2,4,12,5,6,1,10,5,11,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,0
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,5,11,6,8,4,9,6,0,8,13,5,9,0,8,1,9,0
1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,2,7,3,5,1,6,8,1,8,14,7,7,0,8,1,7,0
6,11,7,8,5,7,8,1,8,7,6,8,0,7,4,8,3,6,4,4,2,6,9,0,6,13,7,7,0,8,1,7,0
1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,3,8,4,6,2,7,8,0,8,14,6,6,0,8,1,7,0
3,11,4,8,2,7,7,0,8,14,6,8,0,8,1,8,1,3,2,1,0,7,7,1,6,13,6,8,0,8,0,8,0
1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7,0
2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
5,9,6,7,4,7,6,2,7,7,6,9,0,9,4,8,4,9,5,7,3,7,8,2,8,7,6,8,0,7,4,8,0
2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,5,11,6,8,4,9,6,0,8,13,5,9,0,8,1,9,0
1,1,1,1,0,7,7,2,8,7,6,8,0,8,3,8,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7,0
1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8,0
0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,7,10,9,8,5,9,5,3,7,6,7,4,0,9,4,7,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,5,12,5,7,3,9,8,3,6,13,4,5,2,8,5,10,0
1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
1,4,3,3,1,7,7,1,7,14,6,8,0,8,1,8,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,2,8,2,6,3,7,7,0,7,7,6,8,0,8,3,8,0
0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
3,7,4,5,1,8,5,0,8,14,6,10,0,7,1,8,3,11,4,9,2,6,8,0,7,13,7,8,0,8,1,7,0
1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,7,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,3,7,7,0,7,13,6,8,0,8,1,8,0
2,9,3,7,2,7,7,0,7,13,6,8,0,8,1,8,4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8,0
1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8,1,4,1,3,1,7,7,1,8,7,6,9,0,8,3,8,0
3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,0
5,7,6,8,6,8,10,4,5,6,7,9,3,6,8,6,5,8,6,9,6,7,8,5,6,7,7,7,3,9,9,9,0
1,3,2,1,0,7,7,1,7,13,6,8,0,8,1,8,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,0
1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7,0
2,6,3,4,2,7,7,0,6,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
3,8,4,6,2,6,9,0,7,13,7,7,0,8,1,7,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,4,7,5,8,5,8,9,4,4,7,7,9,4,7,7,6,0
1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
6,10,6,6,3,8,8,3,5,13,4,5,2,9,5,11,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
3,8,4,6,2,7,9,0,8,14,6,6,0,9,1,7,8,14,7,8,4,7,9,3,7,14,5,4,3,7,6,8,0
2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
7,13,6,8,3,10,7,2,5,11,5,6,2,10,5,11,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,0
2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
3,5,4,6,4,7,8,5,5,6,8,7,3,10,8,8,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,6,3,4,2,7,7,0,8,13,6,8,0,8,1,8,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,7,14,6,8,4,10,7,2,5,11,5,6,2,9,5,12,0
2,6,3,4,2,7,7,0,8,13,6,8,0,8,1,8,3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,7,0
1,3,1,2,0,7,7,1,8,7,6,8,0,8,3,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
6,8,7,10,7,8,9,4,5,7,7,8,3,7,9,7,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0
3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,7,1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,0
2,9,2,6,2,7,7,0,8,7,6,8,0,8,3,8,7,12,5,7,3,10,5,4,5,12,3,7,3,8,5,10,0
3,11,5,8,6,10,6,1,4,9,4,4,3,8,5,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
2,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,0
5,7,6,8,6,7,9,4,5,8,7,7,4,8,9,10,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
3,10,4,7,3,9,5,0,7,13,5,9,0,7,2,9,4,10,6,8,7,8,9,3,5,9,5,4,6,9,7,2,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
2,7,3,5,2,7,7,0,6,13,6,8,0,8,1,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
1,6,1,4,2,7,7,0,7,7,6,8,0,8,3,8,1,6,2,4,2,7,7,1,8,7,6,9,0,8,3,8,0
7,12,5,6,2,10,5,6,4,13,3,9,3,8,4,9,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8,0
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,3,5,5,6,4,8,7,4,6,6,6,7,3,9,8,9,0
1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,0
0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,5,12,5,6,3,6,11,3,5,13,6,4,1,8,5,8,0
1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,2,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,0
0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,0
3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1,9,1,7,2,8,7,0,8,7,6,7,0,8,3,7,0
1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7,2,11,2,8,4,7,7,0,7,7,6,8,0,8,2,8,0
7,12,5,6,3,11,4,5,5,13,3,8,3,7,4,9,6,12,6,7,4,9,8,2,5,11,5,6,3,9,6,11,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7,4,6,6,7,5,9,8,5,6,7,6,8,3,9,8,8,0
2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,0
1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,1,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,0
2,5,4,4,1,7,7,0,8,14,6,9,0,8,1,8,3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,0
1,1,1,3,0,7,7,1,8,7,6,8,0,8,3,8,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0
2,9,2,7,2,7,7,0,8,7,6,9,0,8,3,8,1,1,1,3,1,8,7,1,7,7,6,7,0,8,2,7,0
1,9,2,6,3,8,7,0,7,7,6,7,0,8,2,7,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
1,5,2,4,1,7,8,0,7,13,6,7,0,8,1,7,3,10,4,7,2,7,7,0,8,14,6,8,0,8,1,8,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,4,10,5,8,3,5,9,0,7,13,7,6,2,9,3,6,0
1,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7,0
2,9,3,7,3,7,7,0,7,7,6,8,0,8,3,8,1,6,3,4,3,9,6,3,4,7,6,5,3,8,5,5,0
2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,2,8,5,6,5,9,6,3,5,8,5,5,5,8,5,5,0
2,8,3,6,2,9,6,0,7,13,5,9,0,8,1,8,2,11,2,8,2,7,7,0,9,7,6,8,0,8,3,8,0
1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,1,4,1,3,1,7,7,1,8,7,6,9,0,8,3,8,0
3,9,4,7,3,8,6,0,7,13,6,9,0,7,2,7,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8,14,5,8,3,10,4,4,7,11,2,7,3,7,5,11,0
1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
2,8,3,6,1,7,7,0,8,14,6,8,0,8,1,7,2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,5,2,3,1,7,7,0,7,13,6,8,0,8,0,8,0
2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,5,11,4,6,2,8,8,2,5,13,4,5,2,9,5,9,0
1,3,1,2,0,7,8,0,6,12,6,8,0,8,0,7,4,10,6,8,4,5,6,2,6,7,7,12,0,9,4,9,0
2,8,3,6,2,6,8,0,6,13,7,7,0,8,1,7,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8,2,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8,0
0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,2,8,3,6,2,7,7,0,8,13,6,8,0,8,1,7,0
3,7,4,5,2,7,9,0,7,13,6,6,0,9,2,7,3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7,0
2,5,3,3,1,7,8,1,7,14,6,7,0,8,1,7,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,0
2,9,2,7,3,7,7,0,7,7,6,8,0,8,3,8,1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8,0
0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,0
2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,3,9,4,6,3,8,7,0,7,13,6,8,0,8,1,8,0
3,9,4,7,2,7,7,0,8,14,6,8,0,8,1,8,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8,0
3,8,6,6,5,8,8,4,5,9,6,4,5,10,4,6,4,10,6,8,7,10,8,2,6,9,4,4,4,8,7,4,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,6,14,6,8,3,8,7,2,5,13,4,5,2,8,6,10,0
2,6,3,4,2,7,8,0,7,13,6,8,0,8,1,8,3,9,5,6,5,9,5,3,5,7,6,5,6,6,5,6,0
1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,0
1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
1,3,1,2,0,7,7,2,6,7,6,8,0,8,2,8,0,3,1,1,0,7,7,1,6,13,6,8,0,8,0,7,0
0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8,0
5,10,6,8,3,9,6,2,7,7,6,5,0,8,4,7,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
4,8,5,6,3,6,6,2,7,7,6,10,0,9,4,8,2,10,2,7,2,7,7,0,8,7,6,8,0,8,3,8,0
0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8,0
1,9,2,6,3,8,7,0,7,7,6,7,0,8,2,7,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,0
1,5,1,4,1,7,7,1,8,7,6,8,0,8,3,8,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,0
1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8,7,11,9,8,6,10,5,2,7,7,7,4,0,9,4,7,0
0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,1,1,2,0,7,7,2,6,7,6,8,0,8,2,8,0
5,6,7,7,6,7,9,4,5,7,7,7,3,8,8,8,6,11,8,8,5,10,5,2,6,6,7,4,0,10,4,7,0
1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,7,3,5,1,7,5,0,7,14,7,10,0,7,1,8,0
1,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,5,11,4,6,2,8,8,2,5,13,4,5,2,9,5,9,0
3,10,4,8,2,7,7,0,8,13,6,8,0,8,1,8,1,5,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,7,4,11,6,8,3,7,7,0,8,14,6,8,0,8,1,8,0
2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8,3,10,6,8,7,10,6,2,5,8,4,5,3,8,5,7,0
4,6,5,7,5,8,9,4,5,8,7,8,4,7,8,7,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7,1,7,1,5,1,8,7,0,8,7,6,7,0,8,3,7,0
3,10,4,7,3,8,7,0,7,13,6,8,0,8,1,8,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
4,11,3,6,2,10,5,4,4,12,3,7,3,8,5,10,3,9,5,6,3,7,7,0,7,13,6,9,0,8,1,8,0
2,9,2,6,3,7,7,0,7,7,6,8,0,8,2,8,2,9,3,7,2,7,7,0,7,13,6,8,0,8,1,8,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0,3,0,1,0,7,7,1,7,7,6,8,0,8,2,8,0
7,15,5,8,3,10,5,6,4,13,3,7,3,8,5,10,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
0,3,1,2,1,7,7,1,6,7,6,8,0,8,2,8,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,0
1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8,1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,0
6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8,1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
7,14,6,8,4,8,8,2,6,13,4,5,2,8,6,9,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11,0
1,2,1,4,1,7,7,1,7,7,6,8,0,8,2,8,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,0
1,7,2,5,2,7,7,0,7,7,6,8,0,8,2,8,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
6,7,8,8,7,9,8,5,5,7,5,9,3,8,9,7,6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8,0
3,8,4,6,2,7,7,0,7,13,6,8,0,8,1,8,4,7,5,5,3,8,8,2,8,7,6,7,0,8,4,7,0
4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7,0
5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8,0
1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,1,4,3,2,1,7,7,1,8,14,6,8,0,8,1,8,0
2,9,3,7,2,9,7,0,7,13,5,8,0,8,1,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,2,11,2,8,4,7,7,0,7,7,6,8,0,8,3,8,0
5,10,7,8,4,8,4,2,6,7,7,7,1,10,4,7,1,9,1,7,1,7,7,0,9,7,6,8,0,8,3,8,0
1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,1,1,1,3,1,8,7,1,7,7,6,7,0,8,2,7,0
3,11,4,8,3,8,6,0,7,13,6,9,0,7,2,8,1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8,0
1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,2,7,3,5,1,7,6,0,8,14,7,10,0,8,1,8,0
1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,6,12,4,6,2,11,3,4,6,11,2,7,3,8,3,12,0
3,6,5,7,4,8,8,4,5,7,6,8,3,8,8,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,0
0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
5,10,6,8,4,7,8,1,7,7,6,8,0,8,4,8,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,0
6,8,7,6,4,5,6,3,7,7,6,12,0,9,4,8,4,10,6,8,4,7,7,0,8,13,6,8,0,8,1,8,0
0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
2,8,4,6,4,10,6,1,4,8,5,5,3,8,5,7,1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,0
1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,2,9,2,7,2,7,7,0,9,7,6,8,0,8,3,8,0
1,1,0,2,0,7,7,1,7,7,6,8,0,8,2,8,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
3,10,4,7,3,9,5,0,7,13,5,9,0,7,2,9,1,3,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
2,8,3,6,2,7,7,0,7,12,6,8,0,8,1,8,2,9,2,7,2,8,7,0,9,7,6,7,0,8,3,7,0
1,3,2,2,1,7,8,0,6,13,6,7,0,8,0,7,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,0
4,5,6,6,5,7,9,4,5,7,7,8,3,7,8,8,2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8,0
1,5,1,4,1,7,7,1,7,7,6,8,0,8,2,8,4,7,6,8,6,9,8,5,5,7,5,7,3,8,9,8,0
