,Multi-dimensional point data,Label
303,"[5.0, 115.0, 98.0, 0.0, 0.0, 52.9, 0.209, 28.0]",1
304,"[3.0, 150.0, 76.0, 0.0, 0.0, 21.0, 0.207, 37.0]",0
305,"[2.0, 120.0, 76.0, 37.0, 105.0, 39.7, 0.215, 29.0]",0
306,"[10.0, 161.0, 68.0, 23.0, 132.0, 25.5, 0.326, 47.0]",1
307,"[0.0, 137.0, 68.0, 14.0, 148.0, 24.8, 0.143, 21.0]",0
308,"[0.0, 128.0, 68.0, 19.0, 180.0, 30.5, 1.391, 25.0]",1
309,"[2.0, 124.0, 68.0, 28.0, 205.0, 32.9, 0.875, 30.0]",1
310,"[6.0, 80.0, 66.0, 30.0, 0.0, 26.2, 0.313, 41.0]",0
311,"[0.0, 106.0, 70.0, 37.0, 148.0, 39.4, 0.605, 22.0]",0
312,"[2.0, 155.0, 74.0, 17.0, 96.0, 26.6, 0.433, 27.0]",1
313,"[3.0, 113.0, 50.0, 10.0, 85.0, 29.5, 0.626, 25.0]",0
314,"[7.0, 109.0, 80.0, 31.0, 0.0, 35.9, 1.127, 43.0]",1
315,"[2.0, 112.0, 68.0, 22.0, 94.0, 34.1, 0.315, 26.0]",0
316,"[3.0, 99.0, 80.0, 11.0, 64.0, 19.3, 0.284, 30.0]",0
317,"[3.0, 182.0, 74.0, 0.0, 0.0, 30.5, 0.345, 29.0]",1
318,"[3.0, 115.0, 66.0, 39.0, 140.0, 38.1, 0.15, 28.0]",0
319,"[6.0, 194.0, 78.0, 0.0, 0.0, 23.5, 0.129, 59.0]",1
320,"[4.0, 129.0, 60.0, 12.0, 231.0, 27.5, 0.527, 31.0]",0
321,"[3.0, 112.0, 74.0, 30.0, 0.0, 31.6, 0.197, 25.0]",1
322,"[0.0, 124.0, 70.0, 20.0, 0.0, 27.4, 0.254, 36.0]",1
323,"[13.0, 152.0, 90.0, 33.0, 29.0, 26.8, 0.731, 43.0]",1
324,"[2.0, 112.0, 75.0, 32.0, 0.0, 35.7, 0.148, 21.0]",0
325,"[1.0, 157.0, 72.0, 21.0, 168.0, 25.6, 0.123, 24.0]",0
326,"[1.0, 122.0, 64.0, 32.0, 156.0, 35.1, 0.692, 30.0]",1
327,"[10.0, 179.0, 70.0, 0.0, 0.0, 35.1, 0.2, 37.0]",0
328,"[2.0, 102.0, 86.0, 36.0, 120.0, 45.5, 0.127, 23.0]",1
329,"[6.0, 105.0, 70.0, 32.0, 68.0, 30.8, 0.122, 37.0]",0
330,"[8.0, 118.0, 72.0, 19.0, 0.0, 23.1, 1.476, 46.0]",0
331,"[2.0, 87.0, 58.0, 16.0, 52.0, 32.7, 0.166, 25.0]",0
332,"[1.0, 180.0, 0.0, 0.0, 0.0, 43.3, 0.282, 41.0]",1
333,"[12.0, 106.0, 80.0, 0.0, 0.0, 23.6, 0.137, 44.0]",0
334,"[1.0, 95.0, 60.0, 18.0, 58.0, 23.9, 0.26, 22.0]",0
335,"[0.0, 165.0, 76.0, 43.0, 255.0, 47.9, 0.259, 26.0]",0
336,"[0.0, 117.0, 0.0, 0.0, 0.0, 33.8, 0.932, 44.0]",0
337,"[5.0, 115.0, 76.0, 0.0, 0.0, 31.2, 0.343, 44.0]",1
338,"[9.0, 152.0, 78.0, 34.0, 171.0, 34.2, 0.893, 33.0]",1
339,"[7.0, 178.0, 84.0, 0.0, 0.0, 39.9, 0.331, 41.0]",1
340,"[1.0, 130.0, 70.0, 13.0, 105.0, 25.9, 0.472, 22.0]",0
341,"[1.0, 95.0, 74.0, 21.0, 73.0, 25.9, 0.673, 36.0]",0
342,"[1.0, 0.0, 68.0, 35.0, 0.0, 32.0, 0.389, 22.0]",0
343,"[5.0, 122.0, 86.0, 0.0, 0.0, 34.7, 0.29, 33.0]",0
344,"[8.0, 95.0, 72.0, 0.0, 0.0, 36.8, 0.485, 57.0]",0
345,"[8.0, 126.0, 88.0, 36.0, 108.0, 38.5, 0.349, 49.0]",0
346,"[1.0, 139.0, 46.0, 19.0, 83.0, 28.7, 0.654, 22.0]",0
347,"[3.0, 116.0, 0.0, 0.0, 0.0, 23.5, 0.187, 23.0]",0
348,"[3.0, 99.0, 62.0, 19.0, 74.0, 21.8, 0.279, 26.0]",0
349,"[5.0, 0.0, 80.0, 32.0, 0.0, 41.0, 0.346, 37.0]",1
350,"[4.0, 92.0, 80.0, 0.0, 0.0, 42.2, 0.237, 29.0]",0
351,"[4.0, 137.0, 84.0, 0.0, 0.0, 31.2, 0.252, 30.0]",0
352,"[3.0, 61.0, 82.0, 28.0, 0.0, 34.4, 0.243, 46.0]",0
353,"[1.0, 90.0, 62.0, 12.0, 43.0, 27.2, 0.58, 24.0]",0
354,"[3.0, 90.0, 78.0, 0.0, 0.0, 42.7, 0.559, 21.0]",0
355,"[9.0, 165.0, 88.0, 0.0, 0.0, 30.4, 0.302, 49.0]",1
356,"[1.0, 125.0, 50.0, 40.0, 167.0, 33.3, 0.962, 28.0]",1
357,"[13.0, 129.0, 0.0, 30.0, 0.0, 39.9, 0.569, 44.0]",1
358,"[12.0, 88.0, 74.0, 40.0, 54.0, 35.3, 0.378, 48.0]",0
359,"[1.0, 196.0, 76.0, 36.0, 249.0, 36.5, 0.875, 29.0]",1
360,"[5.0, 189.0, 64.0, 33.0, 325.0, 31.2, 0.583, 29.0]",1
361,"[5.0, 158.0, 70.0, 0.0, 0.0, 29.8, 0.207, 63.0]",0
362,"[5.0, 103.0, 108.0, 37.0, 0.0, 39.2, 0.305, 65.0]",0
363,"[4.0, 146.0, 78.0, 0.0, 0.0, 38.5, 0.52, 67.0]",1
364,"[4.0, 147.0, 74.0, 25.0, 293.0, 34.9, 0.385, 30.0]",0
365,"[5.0, 99.0, 54.0, 28.0, 83.0, 34.0, 0.499, 30.0]",0
366,"[6.0, 124.0, 72.0, 0.0, 0.0, 27.6, 0.368, 29.0]",1
367,"[0.0, 101.0, 64.0, 17.0, 0.0, 21.0, 0.252, 21.0]",0
368,"[3.0, 81.0, 86.0, 16.0, 66.0, 27.5, 0.306, 22.0]",0
369,"[1.0, 133.0, 102.0, 28.0, 140.0, 32.8, 0.234, 45.0]",1
370,"[3.0, 173.0, 82.0, 48.0, 465.0, 38.4, 2.137, 25.0]",1
371,"[0.0, 118.0, 64.0, 23.0, 89.0, 0.0, 1.731, 21.0]",0
372,"[0.0, 84.0, 64.0, 22.0, 66.0, 35.8, 0.545, 21.0]",0
373,"[2.0, 105.0, 58.0, 40.0, 94.0, 34.9, 0.225, 25.0]",0
374,"[2.0, 122.0, 52.0, 43.0, 158.0, 36.2, 0.816, 28.0]",0
375,"[12.0, 140.0, 82.0, 43.0, 325.0, 39.2, 0.528, 58.0]",1
376,"[0.0, 98.0, 82.0, 15.0, 84.0, 25.2, 0.299, 22.0]",0
377,"[1.0, 87.0, 60.0, 37.0, 75.0, 37.2, 0.509, 22.0]",0
378,"[4.0, 156.0, 75.0, 0.0, 0.0, 48.3, 0.238, 32.0]",1
379,"[0.0, 93.0, 100.0, 39.0, 72.0, 43.4, 1.021, 35.0]",0
380,"[1.0, 107.0, 72.0, 30.0, 82.0, 30.8, 0.821, 24.0]",0
381,"[0.0, 105.0, 68.0, 22.0, 0.0, 20.0, 0.236, 22.0]",0
382,"[1.0, 109.0, 60.0, 8.0, 182.0, 25.4, 0.947, 21.0]",0
383,"[1.0, 90.0, 62.0, 18.0, 59.0, 25.1, 1.268, 25.0]",0
384,"[1.0, 125.0, 70.0, 24.0, 110.0, 24.3, 0.221, 25.0]",0
385,"[1.0, 119.0, 54.0, 13.0, 50.0, 22.3, 0.205, 24.0]",0
386,"[5.0, 116.0, 74.0, 29.0, 0.0, 32.3, 0.66, 35.0]",1
387,"[8.0, 105.0, 100.0, 36.0, 0.0, 43.3, 0.239, 45.0]",1
388,"[5.0, 144.0, 82.0, 26.0, 285.0, 32.0, 0.452, 58.0]",1
389,"[3.0, 100.0, 68.0, 23.0, 81.0, 31.6, 0.949, 28.0]",0
390,"[1.0, 100.0, 66.0, 29.0, 196.0, 32.0, 0.444, 42.0]",0
391,"[5.0, 166.0, 76.0, 0.0, 0.0, 45.7, 0.34, 27.0]",1
392,"[1.0, 131.0, 64.0, 14.0, 415.0, 23.7, 0.389, 21.0]",0
393,"[4.0, 116.0, 72.0, 12.0, 87.0, 22.1, 0.463, 37.0]",0
394,"[4.0, 158.0, 78.0, 0.0, 0.0, 32.9, 0.803, 31.0]",1
395,"[2.0, 127.0, 58.0, 24.0, 275.0, 27.7, 1.6, 25.0]",0
396,"[3.0, 96.0, 56.0, 34.0, 115.0, 24.7, 0.944, 39.0]",0
397,"[0.0, 131.0, 66.0, 40.0, 0.0, 34.3, 0.196, 22.0]",1
398,"[3.0, 82.0, 70.0, 0.0, 0.0, 21.1, 0.389, 25.0]",0
399,"[3.0, 193.0, 70.0, 31.0, 0.0, 34.9, 0.241, 25.0]",1
400,"[4.0, 95.0, 64.0, 0.0, 0.0, 32.0, 0.161, 31.0]",1
401,"[6.0, 137.0, 61.0, 0.0, 0.0, 24.2, 0.151, 55.0]",0
402,"[5.0, 136.0, 84.0, 41.0, 88.0, 35.0, 0.286, 35.0]",1
403,"[9.0, 72.0, 78.0, 25.0, 0.0, 31.6, 0.28, 38.0]",0
404,"[5.0, 168.0, 64.0, 0.0, 0.0, 32.9, 0.135, 41.0]",1
405,"[2.0, 123.0, 48.0, 32.0, 165.0, 42.1, 0.52, 26.0]",0
406,"[4.0, 115.0, 72.0, 0.0, 0.0, 28.9, 0.376, 46.0]",1
407,"[0.0, 101.0, 62.0, 0.0, 0.0, 21.9, 0.336, 25.0]",0
408,"[8.0, 197.0, 74.0, 0.0, 0.0, 25.9, 1.191, 39.0]",1
409,"[1.0, 172.0, 68.0, 49.0, 579.0, 42.4, 0.702, 28.0]",1
410,"[6.0, 102.0, 90.0, 39.0, 0.0, 35.7, 0.674, 28.0]",0
411,"[1.0, 112.0, 72.0, 30.0, 176.0, 34.4, 0.528, 25.0]",0
412,"[1.0, 143.0, 84.0, 23.0, 310.0, 42.4, 1.076, 22.0]",0
413,"[1.0, 143.0, 74.0, 22.0, 61.0, 26.2, 0.256, 21.0]",0
414,"[0.0, 138.0, 60.0, 35.0, 167.0, 34.6, 0.534, 21.0]",1
415,"[3.0, 173.0, 84.0, 33.0, 474.0, 35.7, 0.258, 22.0]",1
416,"[1.0, 97.0, 68.0, 21.0, 0.0, 27.2, 1.095, 22.0]",0
417,"[4.0, 144.0, 82.0, 32.0, 0.0, 38.5, 0.554, 37.0]",1
418,"[1.0, 83.0, 68.0, 0.0, 0.0, 18.2, 0.624, 27.0]",0
419,"[3.0, 129.0, 64.0, 29.0, 115.0, 26.4, 0.219, 28.0]",1
420,"[1.0, 119.0, 88.0, 41.0, 170.0, 45.3, 0.507, 26.0]",0
421,"[2.0, 94.0, 68.0, 18.0, 76.0, 26.0, 0.561, 21.0]",0
422,"[0.0, 102.0, 64.0, 46.0, 78.0, 40.6, 0.496, 21.0]",0
423,"[2.0, 115.0, 64.0, 22.0, 0.0, 30.8, 0.421, 21.0]",0
424,"[8.0, 151.0, 78.0, 32.0, 210.0, 42.9, 0.516, 36.0]",1
425,"[4.0, 184.0, 78.0, 39.0, 277.0, 37.0, 0.264, 31.0]",1
426,"[0.0, 94.0, 0.0, 0.0, 0.0, 0.0, 0.256, 25.0]",0
427,"[1.0, 181.0, 64.0, 30.0, 180.0, 34.1, 0.328, 38.0]",1
428,"[0.0, 135.0, 94.0, 46.0, 145.0, 40.6, 0.284, 26.0]",0
429,"[1.0, 95.0, 82.0, 25.0, 180.0, 35.0, 0.233, 43.0]",1
430,"[2.0, 99.0, 0.0, 0.0, 0.0, 22.2, 0.108, 23.0]",0
431,"[3.0, 89.0, 74.0, 16.0, 85.0, 30.4, 0.551, 38.0]",0
432,"[1.0, 80.0, 74.0, 11.0, 60.0, 30.0, 0.527, 22.0]",0
433,"[2.0, 139.0, 75.0, 0.0, 0.0, 25.6, 0.167, 29.0]",0
434,"[1.0, 90.0, 68.0, 8.0, 0.0, 24.5, 1.138, 36.0]",0
435,"[0.0, 141.0, 0.0, 0.0, 0.0, 42.4, 0.205, 29.0]",1
436,"[12.0, 140.0, 85.0, 33.0, 0.0, 37.4, 0.244, 41.0]",0
437,"[5.0, 147.0, 75.0, 0.0, 0.0, 29.9, 0.434, 28.0]",0
438,"[1.0, 97.0, 70.0, 15.0, 0.0, 18.2, 0.147, 21.0]",0
439,"[6.0, 107.0, 88.0, 0.0, 0.0, 36.8, 0.727, 31.0]",0
440,"[0.0, 189.0, 104.0, 25.0, 0.0, 34.3, 0.435, 41.0]",1
441,"[2.0, 83.0, 66.0, 23.0, 50.0, 32.2, 0.497, 22.0]",0
442,"[4.0, 117.0, 64.0, 27.0, 120.0, 33.2, 0.23, 24.0]",0
443,"[8.0, 108.0, 70.0, 0.0, 0.0, 30.5, 0.955, 33.0]",1
444,"[4.0, 117.0, 62.0, 12.0, 0.0, 29.7, 0.38, 30.0]",1
445,"[0.0, 180.0, 78.0, 63.0, 14.0, 59.4, 2.42, 25.0]",1
446,"[1.0, 100.0, 72.0, 12.0, 70.0, 25.3, 0.658, 28.0]",0
447,"[0.0, 95.0, 80.0, 45.0, 92.0, 36.5, 0.33, 26.0]",0
448,"[0.0, 104.0, 64.0, 37.0, 64.0, 33.6, 0.51, 22.0]",1
449,"[0.0, 120.0, 74.0, 18.0, 63.0, 30.5, 0.285, 26.0]",0
450,"[1.0, 82.0, 64.0, 13.0, 95.0, 21.2, 0.415, 23.0]",0
451,"[2.0, 134.0, 70.0, 0.0, 0.0, 28.9, 0.542, 23.0]",1
452,"[0.0, 91.0, 68.0, 32.0, 210.0, 39.9, 0.381, 25.0]",0
453,"[2.0, 119.0, 0.0, 0.0, 0.0, 19.6, 0.832, 72.0]",0
454,"[2.0, 100.0, 54.0, 28.0, 105.0, 37.8, 0.498, 24.0]",0
455,"[14.0, 175.0, 62.0, 30.0, 0.0, 33.6, 0.212, 38.0]",1
456,"[1.0, 135.0, 54.0, 0.0, 0.0, 26.7, 0.687, 62.0]",0
457,"[5.0, 86.0, 68.0, 28.0, 71.0, 30.2, 0.364, 24.0]",0
458,"[10.0, 148.0, 84.0, 48.0, 237.0, 37.6, 1.001, 51.0]",1
459,"[9.0, 134.0, 74.0, 33.0, 60.0, 25.9, 0.46, 81.0]",0
460,"[9.0, 120.0, 72.0, 22.0, 56.0, 20.8, 0.733, 48.0]",0
461,"[1.0, 71.0, 62.0, 0.0, 0.0, 21.8, 0.416, 26.0]",0
462,"[8.0, 74.0, 70.0, 40.0, 49.0, 35.3, 0.705, 39.0]",0
463,"[5.0, 88.0, 78.0, 30.0, 0.0, 27.6, 0.258, 37.0]",0
464,"[10.0, 115.0, 98.0, 0.0, 0.0, 24.0, 1.022, 34.0]",0
465,"[0.0, 124.0, 56.0, 13.0, 105.0, 21.8, 0.452, 21.0]",0
466,"[0.0, 74.0, 52.0, 10.0, 36.0, 27.8, 0.269, 22.0]",0
467,"[0.0, 97.0, 64.0, 36.0, 100.0, 36.8, 0.6, 25.0]",0
468,"[8.0, 120.0, 0.0, 0.0, 0.0, 30.0, 0.183, 38.0]",1
469,"[6.0, 154.0, 78.0, 41.0, 140.0, 46.1, 0.571, 27.0]",0
470,"[1.0, 144.0, 82.0, 40.0, 0.0, 41.3, 0.607, 28.0]",0
471,"[0.0, 137.0, 70.0, 38.0, 0.0, 33.2, 0.17, 22.0]",0
472,"[0.0, 119.0, 66.0, 27.0, 0.0, 38.8, 0.259, 22.0]",0
473,"[7.0, 136.0, 90.0, 0.0, 0.0, 29.9, 0.21, 50.0]",0
474,"[4.0, 114.0, 64.0, 0.0, 0.0, 28.9, 0.126, 24.0]",0
475,"[0.0, 137.0, 84.0, 27.0, 0.0, 27.3, 0.231, 59.0]",0
476,"[2.0, 105.0, 80.0, 45.0, 191.0, 33.7, 0.711, 29.0]",1
477,"[7.0, 114.0, 76.0, 17.0, 110.0, 23.8, 0.466, 31.0]",0
478,"[8.0, 126.0, 74.0, 38.0, 75.0, 25.9, 0.162, 39.0]",0
479,"[4.0, 132.0, 86.0, 31.0, 0.0, 28.0, 0.419, 63.0]",0
480,"[3.0, 158.0, 70.0, 30.0, 328.0, 35.5, 0.344, 35.0]",1
481,"[0.0, 123.0, 88.0, 37.0, 0.0, 35.2, 0.197, 29.0]",0
482,"[4.0, 85.0, 58.0, 22.0, 49.0, 27.8, 0.306, 28.0]",0
483,"[0.0, 84.0, 82.0, 31.0, 125.0, 38.2, 0.233, 23.0]",0
484,"[0.0, 145.0, 0.0, 0.0, 0.0, 44.2, 0.63, 31.0]",1
485,"[0.0, 135.0, 68.0, 42.0, 250.0, 42.3, 0.365, 24.0]",1
486,"[1.0, 139.0, 62.0, 41.0, 480.0, 40.7, 0.536, 21.0]",0
487,"[0.0, 173.0, 78.0, 32.0, 265.0, 46.5, 1.159, 58.0]",0
488,"[4.0, 99.0, 72.0, 17.0, 0.0, 25.6, 0.294, 28.0]",0
489,"[8.0, 194.0, 80.0, 0.0, 0.0, 26.1, 0.551, 67.0]",0
490,"[2.0, 83.0, 65.0, 28.0, 66.0, 36.8, 0.629, 24.0]",0
491,"[2.0, 89.0, 90.0, 30.0, 0.0, 33.5, 0.292, 42.0]",0
492,"[4.0, 99.0, 68.0, 38.0, 0.0, 32.8, 0.145, 33.0]",0
493,"[4.0, 125.0, 70.0, 18.0, 122.0, 28.9, 1.144, 45.0]",1
494,"[3.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.174, 22.0]",0
495,"[6.0, 166.0, 74.0, 0.0, 0.0, 26.6, 0.304, 66.0]",0
496,"[5.0, 110.0, 68.0, 0.0, 0.0, 26.0, 0.292, 30.0]",0
497,"[2.0, 81.0, 72.0, 15.0, 76.0, 30.1, 0.547, 25.0]",0
498,"[7.0, 195.0, 70.0, 33.0, 145.0, 25.1, 0.163, 55.0]",1
499,"[6.0, 154.0, 74.0, 32.0, 193.0, 29.3, 0.839, 39.0]",0
500,"[2.0, 117.0, 90.0, 19.0, 71.0, 25.2, 0.313, 21.0]",0
501,"[3.0, 84.0, 72.0, 32.0, 0.0, 37.2, 0.267, 28.0]",0
502,"[6.0, 0.0, 68.0, 41.0, 0.0, 39.0, 0.727, 41.0]",1
503,"[7.0, 94.0, 64.0, 25.0, 79.0, 33.3, 0.738, 41.0]",0
504,"[3.0, 96.0, 78.0, 39.0, 0.0, 37.3, 0.238, 40.0]",0
505,"[10.0, 75.0, 82.0, 0.0, 0.0, 33.3, 0.263, 38.0]",0
506,"[0.0, 180.0, 90.0, 26.0, 90.0, 36.5, 0.314, 35.0]",1
507,"[1.0, 130.0, 60.0, 23.0, 170.0, 28.6, 0.692, 21.0]",0
508,"[2.0, 84.0, 50.0, 23.0, 76.0, 30.4, 0.968, 21.0]",0
509,"[8.0, 120.0, 78.0, 0.0, 0.0, 25.0, 0.409, 64.0]",0
510,"[12.0, 84.0, 72.0, 31.0, 0.0, 29.7, 0.297, 46.0]",1
511,"[0.0, 139.0, 62.0, 17.0, 210.0, 22.1, 0.207, 21.0]",0
512,"[9.0, 91.0, 68.0, 0.0, 0.0, 24.2, 0.2, 58.0]",0
513,"[2.0, 91.0, 62.0, 0.0, 0.0, 27.3, 0.525, 22.0]",0
514,"[3.0, 99.0, 54.0, 19.0, 86.0, 25.6, 0.154, 24.0]",0
515,"[3.0, 163.0, 70.0, 18.0, 105.0, 31.6, 0.268, 28.0]",1
516,"[9.0, 145.0, 88.0, 34.0, 165.0, 30.3, 0.771, 53.0]",1
517,"[7.0, 125.0, 86.0, 0.0, 0.0, 37.6, 0.304, 51.0]",0
518,"[13.0, 76.0, 60.0, 0.0, 0.0, 32.8, 0.18, 41.0]",0
519,"[6.0, 129.0, 90.0, 7.0, 326.0, 19.6, 0.582, 60.0]",0
520,"[2.0, 68.0, 70.0, 32.0, 66.0, 25.0, 0.187, 25.0]",0
521,"[3.0, 124.0, 80.0, 33.0, 130.0, 33.2, 0.305, 26.0]",0
522,"[6.0, 114.0, 0.0, 0.0, 0.0, 0.0, 0.189, 26.0]",0
523,"[9.0, 130.0, 70.0, 0.0, 0.0, 34.2, 0.652, 45.0]",1
524,"[3.0, 125.0, 58.0, 0.0, 0.0, 31.6, 0.151, 24.0]",0
525,"[3.0, 87.0, 60.0, 18.0, 0.0, 21.8, 0.444, 21.0]",0
526,"[1.0, 97.0, 64.0, 19.0, 82.0, 18.2, 0.299, 21.0]",0
527,"[3.0, 116.0, 74.0, 15.0, 105.0, 26.3, 0.107, 24.0]",0
528,"[0.0, 117.0, 66.0, 31.0, 188.0, 30.8, 0.493, 22.0]",0
529,"[0.0, 111.0, 65.0, 0.0, 0.0, 24.6, 0.66, 31.0]",0
530,"[2.0, 122.0, 60.0, 18.0, 106.0, 29.8, 0.717, 22.0]",0
531,"[0.0, 107.0, 76.0, 0.0, 0.0, 45.3, 0.686, 24.0]",0
532,"[1.0, 86.0, 66.0, 52.0, 65.0, 41.3, 0.917, 29.0]",0
533,"[6.0, 91.0, 0.0, 0.0, 0.0, 29.8, 0.501, 31.0]",0
534,"[1.0, 77.0, 56.0, 30.0, 56.0, 33.3, 1.251, 24.0]",0
535,"[4.0, 132.0, 0.0, 0.0, 0.0, 32.9, 0.302, 23.0]",1
536,"[0.0, 105.0, 90.0, 0.0, 0.0, 29.6, 0.197, 46.0]",0
537,"[0.0, 57.0, 60.0, 0.0, 0.0, 21.7, 0.735, 67.0]",0
538,"[0.0, 127.0, 80.0, 37.0, 210.0, 36.3, 0.804, 23.0]",0
539,"[3.0, 129.0, 92.0, 49.0, 155.0, 36.4, 0.968, 32.0]",1
540,"[8.0, 100.0, 74.0, 40.0, 215.0, 39.4, 0.661, 43.0]",1
541,"[3.0, 128.0, 72.0, 25.0, 190.0, 32.4, 0.549, 27.0]",1
542,"[10.0, 90.0, 85.0, 32.0, 0.0, 34.9, 0.825, 56.0]",1
543,"[4.0, 84.0, 90.0, 23.0, 56.0, 39.5, 0.159, 25.0]",0
544,"[1.0, 88.0, 78.0, 29.0, 76.0, 32.0, 0.365, 29.0]",0
545,"[8.0, 186.0, 90.0, 35.0, 225.0, 34.5, 0.423, 37.0]",1
546,"[5.0, 187.0, 76.0, 27.0, 207.0, 43.6, 1.034, 53.0]",1
547,"[4.0, 131.0, 68.0, 21.0, 166.0, 33.1, 0.16, 28.0]",0
548,"[1.0, 164.0, 82.0, 43.0, 67.0, 32.8, 0.341, 50.0]",0
549,"[4.0, 189.0, 110.0, 31.0, 0.0, 28.5, 0.68, 37.0]",0
550,"[1.0, 116.0, 70.0, 28.0, 0.0, 27.4, 0.204, 21.0]",0
551,"[3.0, 84.0, 68.0, 30.0, 106.0, 31.9, 0.591, 25.0]",0
552,"[6.0, 114.0, 88.0, 0.0, 0.0, 27.8, 0.247, 66.0]",0
553,"[1.0, 88.0, 62.0, 24.0, 44.0, 29.9, 0.422, 23.0]",0
554,"[1.0, 84.0, 64.0, 23.0, 115.0, 36.9, 0.471, 28.0]",0
555,"[7.0, 124.0, 70.0, 33.0, 215.0, 25.5, 0.161, 37.0]",0
556,"[1.0, 97.0, 70.0, 40.0, 0.0, 38.1, 0.218, 30.0]",0
557,"[8.0, 110.0, 76.0, 0.0, 0.0, 27.8, 0.237, 58.0]",0
558,"[11.0, 103.0, 68.0, 40.0, 0.0, 46.2, 0.126, 42.0]",0
559,"[11.0, 85.0, 74.0, 0.0, 0.0, 30.1, 0.3, 35.0]",0
560,"[6.0, 125.0, 76.0, 0.0, 0.0, 33.8, 0.121, 54.0]",1
561,"[0.0, 198.0, 66.0, 32.0, 274.0, 41.3, 0.502, 28.0]",1
562,"[1.0, 87.0, 68.0, 34.0, 77.0, 37.6, 0.401, 24.0]",0
563,"[6.0, 99.0, 60.0, 19.0, 54.0, 26.9, 0.497, 32.0]",0
564,"[0.0, 91.0, 80.0, 0.0, 0.0, 32.4, 0.601, 27.0]",0
565,"[2.0, 95.0, 54.0, 14.0, 88.0, 26.1, 0.748, 22.0]",0
566,"[1.0, 99.0, 72.0, 30.0, 18.0, 38.6, 0.412, 21.0]",0
567,"[6.0, 92.0, 62.0, 32.0, 126.0, 32.0, 0.085, 46.0]",0
568,"[4.0, 154.0, 72.0, 29.0, 126.0, 31.3, 0.338, 37.0]",0
569,"[0.0, 121.0, 66.0, 30.0, 165.0, 34.3, 0.203, 33.0]",1
570,"[3.0, 78.0, 70.0, 0.0, 0.0, 32.5, 0.27, 39.0]",0
571,"[2.0, 130.0, 96.0, 0.0, 0.0, 22.6, 0.268, 21.0]",0
572,"[3.0, 111.0, 58.0, 31.0, 44.0, 29.5, 0.43, 22.0]",0
573,"[2.0, 98.0, 60.0, 17.0, 120.0, 34.7, 0.198, 22.0]",0
574,"[1.0, 143.0, 86.0, 30.0, 330.0, 30.1, 0.892, 23.0]",0
575,"[1.0, 119.0, 44.0, 47.0, 63.0, 35.5, 0.28, 25.0]",0
576,"[6.0, 108.0, 44.0, 20.0, 130.0, 24.0, 0.813, 35.0]",0
577,"[2.0, 118.0, 80.0, 0.0, 0.0, 42.9, 0.693, 21.0]",1
578,"[10.0, 133.0, 68.0, 0.0, 0.0, 27.0, 0.245, 36.0]",0
579,"[2.0, 197.0, 70.0, 99.0, 0.0, 34.7, 0.575, 62.0]",1
580,"[0.0, 151.0, 90.0, 46.0, 0.0, 42.1, 0.371, 21.0]",1
581,"[6.0, 109.0, 60.0, 27.0, 0.0, 25.0, 0.206, 27.0]",0
582,"[12.0, 121.0, 78.0, 17.0, 0.0, 26.5, 0.259, 62.0]",0
583,"[8.0, 100.0, 76.0, 0.0, 0.0, 38.7, 0.19, 42.0]",0
584,"[8.0, 124.0, 76.0, 24.0, 600.0, 28.7, 0.687, 52.0]",1
585,"[1.0, 93.0, 56.0, 11.0, 0.0, 22.5, 0.417, 22.0]",0
586,"[8.0, 143.0, 66.0, 0.0, 0.0, 34.9, 0.129, 41.0]",1
587,"[6.0, 103.0, 66.0, 0.0, 0.0, 24.3, 0.249, 29.0]",0
588,"[3.0, 176.0, 86.0, 27.0, 156.0, 33.3, 1.154, 52.0]",1
589,"[0.0, 73.0, 0.0, 0.0, 0.0, 21.1, 0.342, 25.0]",0
590,"[11.0, 111.0, 84.0, 40.0, 0.0, 46.8, 0.925, 45.0]",1
591,"[2.0, 112.0, 78.0, 50.0, 140.0, 39.4, 0.175, 24.0]",0
592,"[3.0, 132.0, 80.0, 0.0, 0.0, 34.4, 0.402, 44.0]",1
593,"[2.0, 82.0, 52.0, 22.0, 115.0, 28.5, 1.699, 25.0]",0
594,"[6.0, 123.0, 72.0, 45.0, 230.0, 33.6, 0.733, 34.0]",0
595,"[0.0, 188.0, 82.0, 14.0, 185.0, 32.0, 0.682, 22.0]",1
596,"[0.0, 67.0, 76.0, 0.0, 0.0, 45.3, 0.194, 46.0]",0
597,"[1.0, 89.0, 24.0, 19.0, 25.0, 27.8, 0.559, 21.0]",0
598,"[1.0, 173.0, 74.0, 0.0, 0.0, 36.8, 0.088, 38.0]",1
599,"[1.0, 109.0, 38.0, 18.0, 120.0, 23.1, 0.407, 26.0]",0
600,"[1.0, 108.0, 88.0, 19.0, 0.0, 27.1, 0.4, 24.0]",0
601,"[6.0, 96.0, 0.0, 0.0, 0.0, 23.7, 0.19, 28.0]",0
602,"[1.0, 124.0, 74.0, 36.0, 0.0, 27.8, 0.1, 30.0]",0
603,"[7.0, 150.0, 78.0, 29.0, 126.0, 35.2, 0.692, 54.0]",1
604,"[4.0, 183.0, 0.0, 0.0, 0.0, 28.4, 0.212, 36.0]",1
605,"[1.0, 124.0, 60.0, 32.0, 0.0, 35.8, 0.514, 21.0]",0
606,"[1.0, 181.0, 78.0, 42.0, 293.0, 40.0, 1.258, 22.0]",1
